

==================================================
               TF for Training Set                
==================================================

     |  word_1  word_2  word_3  word_4  word_5  word_6  word_7  word_8  word_9 word_10
d186 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d187 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d188 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d189 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d190 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d191 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d192 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d193 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d194 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d195 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d196 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d197 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d198 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d199 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d200 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d201 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d202 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d203 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d204 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d205 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d206 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d207 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d208 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d209 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d210 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d211 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d212 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d213 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d214 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d215 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d216 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d217 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d218 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d219 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d220 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d221 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d222 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d223 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d224 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d225 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d226 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d227 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d228 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d229 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d230 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d231 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d232 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d233 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d234 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d235 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d236 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d237 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d238 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d239 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d240 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d241 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d242 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d243 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d244 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d245 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d246 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d247 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d248 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d249 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d250 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d251 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d252 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d253 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d254 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d255 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d256 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d257 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d258 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d259 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d260 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d261 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d262 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d263 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d264 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d265 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d266 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d267 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d268 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d269 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d270 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d271 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d272 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d273 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d274 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d275 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d276 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d277 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d278 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d279 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d280 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d281 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d282 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d283 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d284 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d285 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d286 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d287 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d288 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d289 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d290 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d291 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d292 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d293 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d294 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d295 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d296 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d297 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d298 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d299 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d300 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d301 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d302 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d303 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d304 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d305 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d306 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d307 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
d308 |    0.17    0.67    0.67    0.40    0.83    0.67    0.19    0.20    0.11    0.12
